"x","y","srid","name","place","population"
1250890,7481469,3857,"Jerslev","village",-1
1248530,7482418,3857,"Ubby","village",-1
1242750,7488267,3857,"Rørby","village",-1
1263727,7492285,3857,"Bjergsted","village",-1
1116885,7564374,3857,"Virring","village",-1
1146687,7609544,3857,"Skødstrup","village",-1
1150619,7610085,3857,"Studstrup","village",-1
1159115,7619579,3857,"Ugelbølle","village",-1
1164033,7627106,3857,"Thorsager","village",-1
1199038,7628208,3857,"Trustrup","village",-1
1289928,7549670,3857,"Klint","village",-1
1300118,7527608,3857,"Egebjerg","village",-1
1253454,7432797,3857,"Vemmelev","village",-1
933557,7564193,3857,"Lem","village",-1
1172270,7383891,3857,"Kirkeby","village",-1
1169594,7387362,3857,"Stenstrup","village",-1
1159168,7401326,3857,"Espe","village",-1
1115547,7452515,3857,"Harndrup","village",-1
1110814,7408881,3857,"Ebberup","village",-1
1130532,7400202,3857,"Jordløse","village",-1
1033395,7360012,3857,"Bolderslev","village",-1
1105722,7556602,3857,"Hylke","village",-1
1055072,7438988,3857,"Taps","village",-1
981353,7489336,3857,"Tofterup","village",-1
1079617,7816049,3857,"Saltum","village",-1
1092786,7348438,3857,"Ulkebøl","village",-1
1176436,7547636,3857,"Mårup","village",-1
1174844,7551106,3857,"Nordby","village",-1
1178808,7525166,3857,"Tranebjerg","village",-1
1180469,7521504,3857,"Brundby","village",-1
1184217,7521787,3857,"Ballen","village",-1
1176959,7528881,3857,"Onsbjerg","village",-1
1174545,7531109,3857,"Sælvig","village",-1
1172348,7517856,3857,"Kolby Kås","village",-1
1024900,7400252,3857,"Bevtoft","village",-1
1186552,7443312,3857,"Revninge","village",-1
1170773,7438470,3857,"Marslev","village",-1
1180657,7428850,3857,"Rønninge","village",-1
1185217,7459522,3857,"Mesinge","village",-1
1186596,7462918,3857,"Dalby","village",-1
1131501,7382900,3857,"Horne","village",-1
1136806,7375396,3857,"Dyreborg","village",-1
1286425,7492202,3857,"Knabstrup","village",-1
1202464,7353586,3857,"Tullebølle","village",-1
1207307,7360880,3857,"Tranekær","village",-1
1167394,7430784,3857,"Fraugde","village",-1
1169073,7427091,3857,"Birkum","village",-1
1173658,7427919,3857,"Davinde","village",-1
1176627,7424389,3857,"Rolfsted","village",-1
1214452,7377958,3857,"Snøde","village",-1
1213266,7379997,3857,"Stoense","village",-1
1213854,7388251,3857,"Lohals","village",-1
1188577,7313560,3857,"Bagenkop","village",-1
1187936,7411952,3857,"Ørbæk","village",-1
1189853,7404219,3857,"Svindinge","village",-1
1173056,7408920,3857,"Ryslinge","village",-1
1172215,7395965,3857,"Kværndrup","village",-1
1152088,7428313,3857,"Sankt Klemens","village",-1
1191087,7328380,3857,"Humble","village",-1
1194117,7334572,3857,"Lindelse","village",-1
1095128,7539649,3857,"Egebjerg","village",-1
1357925,7506285,3857,"Østrup Holme","village",-1
1359869,7501335,3857,"Herringløse","village",-1
925096,7568783,3857,"Velling","village",-1
928857,7627283,3857,"Vemb","village",-1
924866,7642162,3857,"Bækmarksbro","village",-1
913133,7645697,3857,"Bøvlingbjerg","village",-1
952346,7666660,3857,"Humlum","village",-1
936256,7720778,3857,"Bedsted","village",-1
936332,7700904,3857,"Ydby","village",-1
1139217,7553462,3857,"Saksild","village",-1
1141508,7541151,3857,"Hov","village",-1
1216348,7820672,3857,"Vesterø Havn","village",-1
1239011,7825717,3857,"Østerby Havn","village",-1
1224450,7812493,3857,"Byrum","village",-1
963767,7464771,3857,"Grimstrup","village",-1
1157271,7420845,3857,"Nørre Lyndelse","village",-1
1167644,7446201,3857,"Agedrup","village",-1
1178709,7422172,3857,"Ferritslev","village",-1
1155387,7417405,3857,"Nørre Søby","village",-1
1107324,7869258,3857,"Tornby","village",-1
953295,7378748,3857,"Havneby","village",-1
942912,7429762,3857,"Sønderho","village",-1
1158966,7340482,3857,"Ærøskøbing","village",-1
1142035,7350074,3857,"Søby","village",-1
1157676,7333166,3857,"Store Rise","village",-1
1360875,7473724,3857,"Karlslunde Landsby","village",-1
1364103,7472262,3857,"Karlslunde","village",-1
1341104,7347691,3857,"Bogø By","village",-1
1354337,7361302,3857,"Kalvehave","village",-1
1303282,7506258,3857,"Hørby","village",-1
1303511,7509812,3857,"Udby","village",-1
1240434,7535276,3857,"Sejerby","village",-1
1236804,7464238,3857,"Reersø","village",-1
1279877,7401860,3857,"Bisserup","village",-1
1296846,7396624,3857,"Karrebæksminde","village",-1
1396139,7529836,3857,"Frederiksholm","village",-1
1393294,7525464,3857,"Gammel Holte","village",-1
980616,7582528,3857,"Havnstrup","village",-1
1356746,7482270,3857,"Stærkende","village",-1
1142774,7443909,3857,"Korup","village",-1
1134242,7449260,3857,"Morud","village",-1
1117710,7567838,3857,"Vitved","village",-1
1395849,7521873,3857,"Nærum","village",-1
1325094,7299743,3857,"Marrebæk","village",-1
1332122,7301800,3857,"Marielyst","village",-1
1112835,7339053,3857,"Skovby","village",-1
1285974,7518664,3857,"Grevinge","village",-1
1347755,7400389,3857,"Store Elmue","village",-1
1384447,7416413,3857,"Højerup","village",-1
1194626,7422120,3857,"Vindinge","village",-1
1327306,7305628,3857,"Væggerløse","village",-1
1110755,7500321,3857,"Klakring","village",-1
1115040,7508183,3857,"Hosby","village",-1
1113320,7509819,3857,"Overby","village",-1
1101015,7501201,3857,"Barrit","village",-1
1097491,7497825,3857,"Staksrode","village",-1
1093318,7501167,3857,"Hyrup","village",-1
1095435,7504922,3857,"Over Vrigsted","village",-1
1096766,7509897,3857,"Hornsyld","village",-1
1096946,7515802,3857,"Bjerre","village",-1
1094043,7511110,3857,"Bråskov","village",-1
1092038,7516884,3857,"Stenderup","village",-1
1106594,7507411,3857,"Klejs","village",-1
1103367,7509564,3857,"Gramrode","village",-1
1092145,7507739,3857,"Hornum","village",-1
1114778,7499532,3857,"Strandhuse","village",-1
1080768,7505617,3857,"Daugård","village",-1
1075571,7505463,3857,"Assendrup","village",-1
946047,7768336,3857,"Klitmøller","village",-1
970795,7779744,3857,"Vigsø","village",-1
964794,7779113,3857,"Ræhr","village",-1
984859,7766368,3857,"Østerild","village",-1
1199292,7407808,3857,"Tårup","village",-1
1118600,7522849,3857,"Snaptun","village",-1
1112908,7520204,3857,"Glud","village",-1
1186449,7427912,3857,"Skellerup","village",-1
1176248,7436273,3857,"Birkende","village",-1
1105412,7513442,3857,"Rårup","village",-1
1102326,7685496,3857,"Katbjerg","village",-1
1141591,7740579,3857,"Dokkedal","village",-1
1264235,7312004,3857,"Brandstrup","village",-1
1263131,7309502,3857,"Tirsted","village",-1
1085022,7506396,3857,"Ørum","village",-1
1042391,7531989,3857,"Kollemorten","village",-1
1059366,7563064,3857,"Bryrup","village",-1
1065301,7562912,3857,"Vinding","village",-1
1132044,7536616,3857,"Gylling","village",-1
1120829,7538047,3857,"Sondrup","village",-1
1119656,7534551,3857,"Sondrup Strand","village",-1
1113619,7537291,3857,"Søvind","village",-1
1119134,7541812,3857,"Hundslund","village",-1
1367172,7437057,3857,"Strøby","village",-1
1382359,7494944,3857,"Hvissinge","village",-1
1381714,7499012,3857,"Ejby","village",-1
1373626,7510079,3857,"Jonstrup","village",-1
1322968,7334247,3857,"Eskilstrup","village",-1
1330011,7346178,3857,"Skovby","village",-1
1376931,7496183,3857,"Herstedøster","village",-1
1149228,7389726,3857,"Korinth","village",-1
1140927,7399853,3857,"Vester Hæsinge","village",-1
963812,7379657,3857,"Ballum-Vesterende","village",-1
1297443,7476612,3857,"Ugerløse","village",-1
1341954,7513366,3857,"Hyllingeris","village",-1
1341572,7517207,3857,"Skuldelev Strand","village",-1
1297216,7398673,3857,"Karrebæk","village",-1
1353429,7469846,3857,"Gammel Havdrup","village",-1
1165941,7370394,3857,"Ballen","village",-1
1136957,7387246,3857,"Millinge","village",-1
1135246,7395629,3857,"Haastrup","village",-1
1117069,7403088,3857,"Snave","village",-1
1061442,7462190,3857,"Nørre Bjert","village",-1
1117438,7347582,3857,"Mommark","village",-1
994528,7688981,3857,"Oddense","village",-1
1322773,7410813,3857,"Toksværd","village",-1
1090741,7855851,3857,"Lønstrup","village",-1
1025882,7500498,3857,"Vandel","village",-1
1073909,7519910,3857,"Kragelund","village",-1
1066266,7516953,3857,"Lindved","village",-1
944950,7641648,3857,"Linde","village",-1
1299095,7395257,3857,"Enø by","village",-1
912126,7522166,3857,"Nymindegab","village",-1
1050662,7385227,3857,"Genner","village",-1
1140866,7424895,3857,"Brylle","village",-1
1137378,7419006,3857,"Verninge","village",-1
1282158,7412785,3857,"Sandved","village",-1
1271460,7418606,3857,"Dalmose","village",-1
1268781,7422703,3857,"Flakkebjerg","village",-1
1296318,7427385,3857,"Bavelse","village",-1
1288884,7430481,3857,"Tystrup","village",-1
1013128,7453881,3857,"Askov","village",-1
1304780,7412551,3857,"Ladby","village",-1
1297302,7413301,3857,"Vallensved","village",-1
1303291,7423772,3857,"Trælløse","village",-1
1324549,7500064,3857,"Kirke Hyllinge","village",-1
955713,7659853,3857,"Bremdal","village",-1
967655,7631584,3857,"Mejrup Kirkeby","village",-1
1067203,7629030,3857,"Tange by","village",-1
1073980,7594557,3857,"Resenbro","village",-1
1081050,7583645,3857,"Laven","village",-1
1068467,7586258,3857,"Sejs","village",-1
1073078,7625880,3857,"Sahl","village",-1
1076009,7603018,3857,"Svostrup","village",-1
1058555,7629301,3857,"Rødkærsbro","village",-1
961556,7646250,3857,"Hjerm","village",-1
1030318,7626460,3857,"Frederiks","village",-1
1053879,7619619,3857,"Levring","village",-1
1080881,7608918,3857,"Horn","village",-1
917345,7611571,3857,"Staby","village",-1
1079029,7596394,3857,"Voel","village",-1
1088520,7593848,3857,"Sorring","village",-1
1380914,7355034,3857,"Råbylille Strand","village",-1
928751,7502873,3857,"Outrup","village",-1
1141864,7540831,3857,"Hou","village",-1
978002,7677022,3857,"Lem","village",-1
1035436,7424311,3857,"Sommersted","village",-1
1334660,7559821,3857,"Asserbo","village",-1
1319795,7412529,3857,"Holme Olstrup","village",-1
1044562,7409536,3857,"Hammelev","village",-1
1321853,7451889,3857,"Kværkeby","village",-1
1193867,7385235,3857,"Oure","village",-1
1168653,7375217,3857,"Ollerup","village",-1
1192383,7382587,3857,"Vejstrup","village",-1
1190296,7380002,3857,"Skårup","village",-1
1070258,7452206,3857,"Stenderup","village",-1
1114594,7512111,3857,"Kirkholm","village",-1
1262458,7424564,3857,"Fårdrup","village",-1
965162,7724375,3857,"Dragstrup","village",-1
979732,7479101,3857,"Agerbæk","village",-1
1116594,7517201,3857,"Pøt Strandby","village",-1
1330093,7377014,3857,"Udby","village",-1
1294558,7424693,3857,"Rejnstrup","village",-1
1259750,7428189,3857,"Lundforlund","village",-1
949220,7738162,3857,"Snedsted","village",-1
1178866,7630605,3857,"Kolind","village",-1
947237,7706553,3857,"Nees","village",-1
954021,7700495,3857,"Sonderby","village",-1
972099,7695756,3857,"Sonderby","village",-1
972519,7697763,3857,"Sillerslev","village",-1
968296,7699693,3857,"Øster Assels","village",-1
975077,7702755,3857,"Ørding","village",-1
972443,7702941,3857,"Storup","village",-1
974526,7706997,3857,"Morsø","village",-1
962661,7724784,3857,"Vester Jølby","village",-1
960318,7735733,3857,"Vilsund Vest","village",-1
965687,7734739,3857,"Sundby","village",-1
969376,7736058,3857,"Fartoft","village",-1
978261,7737548,3857,"Flade","village",-1
973675,7737128,3857,"Gullerup","village",-1
982485,7740586,3857,"Norre Draby","village",-1
972567,7733325,3857,"Bjergby","village",-1
983727,7736153,3857,"Sonder Draby","village",-1
982486,7731834,3857,"Skarum","village",-1
982141,7728949,3857,"Alsted","village",-1
972234,7719820,3857,"Frøslev","village",-1
1031249,7497048,3857,"Randbøldal","village",-1
1034216,7555140,3857,"Ejstrupholm","village",-1
1106208,7518415,3857,"Skjold","village",-1
1104977,7522080,3857,"Sejet","village",-1
951987,7393778,3857,"Toftum","village",-1
952479,7395749,3857,"Juvre","village",-1
951787,7392342,3857,"Bolilmark","village",-1
945361,7388554,3857,"Lakolk","village",-1
951658,7387235,3857,"Kongsmark","village",-1
950952,7380771,3857,"Østerby","village",-1
950979,7379114,3857,"Sønderby","village",-1
949914,7380743,3857,"Vråby","village",-1
1353526,7497457,3857,"Ågerup","village",-1
1072491,7584545,3857,"Svejbæk","hamlet",3743
1113086,7571508,3857,"Stilling","hamlet",3655
1126183,7585005,3857,"Stavtrup","hamlet",3519
1187408,7371576,3857,"Thurø By","hamlet",3350
1070314,7468743,3857,"Taulov","hamlet",3278
1114510,7589406,3857,"Framlev","hamlet",3067
1312618,7333919,3857,"Sundby","hamlet",2922
1102363,7636422,3857,"Langå","hamlet",2710
914675,7699046,3857,"Thyborøn","hamlet",2587
1363664,7430092,3857,"Hårlev","hamlet",2423
1308004,7492343,3857,"Vipperød","hamlet",2345
1333979,7361866,3857,"Nyråd","hamlet",2224
1018449,7655238,3857,"Stoholm","hamlet",2202
955492,7452969,3857,"Tjæreborg","hamlet",2146
1253096,7433355,3857,"Forlev","hamlet",2058
1076557,7800439,3857,"Kaas","hamlet",1990
1320991,7495633,3857,"Ejby","hamlet",1987
1097508,7783728,3857,"Vadum","hamlet",1978
1090225,7636798,3857,"Ulstrup","hamlet",1963
1291306,7466071,3857,"Stenlille","hamlet",1905
1322847,7368338,3857,"Neder Vindinge","hamlet",1900
1018573,7675428,3857,"Højslev","hamlet",1857
1064115,7450433,3857,"Sønder Bjert","hamlet",1815
1047245,7332408,3857,"Kruså","hamlet",1694
1049652,7361682,3857,"Stubbæk","hamlet",1191
1386490,7567948,3857,"Bidstrup","hamlet",1152
969427,7506515,3857,"Skovlund","hamlet",535
1039559,7452349,3857,"Skanderup","hamlet",370
1067623,7476117,3857,"Herslev","hamlet",354
944959,7518975,3857,"Lyne","hamlet",300
1144255,7863627,3857,"Mosbjerg","hamlet",298
1041575,7437854,3857,"Ødis Bramdrup","hamlet",234
982161,7422473,3857,"Seem","hamlet",-1
1344397,7325842,3857,"Bregninge","hamlet",-1
1349825,7519586,3857,"Snostrup","hamlet",-1
1018839,7342929,3857,"Store Jyndevad","hamlet",-1
1321557,7329346,3857,"Bruntofte","hamlet",-1
1248585,7476680,3857,"Flinterup","hamlet",-1
1173786,7601306,3857,"Toggerbo","hamlet",-1
1111135,7522527,3857,"Bisholt","hamlet",-1
1255633,7464711,3857,"Torpe","hamlet",-1
1032897,7500370,3857,"Gødding Mølle","hamlet",-1
1042178,7400047,3857,"Vedsted","hamlet",-1
1061585,7438657,3857,"Vejstruprød","hamlet",-1
1004834,7462588,3857,"Gjerndrup","hamlet",-1
980444,7488320,3857,"Starup","hamlet",-1
1033320,7465494,3857,"Egholt","hamlet",-1
1087695,7558492,3857,"Yding","hamlet",-1
1366241,7505921,3857,"Smørumovre","hamlet",-1
1255622,7469147,3857,"Hallenslev","hamlet",-1
1088219,7608597,3857,"Nårup","hamlet",-1
1093207,7632369,3857,"vellev","hamlet",-1
1003902,7507002,3857,"Løvlund","hamlet",-1
1169754,7597518,3857,"Vistoft","hamlet",-1
1389638,7358998,3857,"Magleby","hamlet",-1
1032310,7343550,3857,"Bajstrup","hamlet",-1
1323477,7337833,3857,"Ravnstrup","hamlet",-1
1325717,7340822,3857,"Skerne","hamlet",-1
1245760,7403176,3857,"Agersø by","hamlet",-1
1116175,7721721,3857,"Ejstrup Skovsteder","hamlet",-1
950979,7379983,3857,"Mølby","hamlet",-1
1160519,7622253,3857,"Korslund","hamlet",-1
1037522,7756647,3857,"Tolstrup","hamlet",-1
1262200,7461836,3857,"Tjørnelunde","hamlet",-1
1039541,7755494,3857,"Næsborg","hamlet",-1
1109769,7598577,3857,"Skivholme","hamlet",-1
1112163,7565247,3857,"Fruering","hamlet",-1
970028,7397465,3857,"Søndernæs","hamlet",-1
972931,7607679,3857,"Kilde","hamlet",-1
1046506,7345554,3857,"Vilsbæk","hamlet",-1
1267829,7470612,3857,"Reerslev","hamlet",-1
1261020,7463800,3857,"Kulby","hamlet",-1
1259702,7464705,3857,"Herslev","hamlet",-1
1260291,7457514,3857,"Gierslev","hamlet",-1
1263226,7455970,3857,"Solbjerg","hamlet",-1
1259002,7459808,3857,"Finderup","hamlet",-1
1041053,7707595,3857,"Svingelbjerg","hamlet",-1
1038941,7553317,3857,"Thorlund","hamlet",-1
1038340,7349032,3857,"Bjerndrup","hamlet",-1
1031573,7705328,3857,"Foulum","hamlet",-1
1123731,7731103,3857,"Svanfolk Bakker","hamlet",-1
1071554,7785300,3857,"Arentsminde","hamlet",-1
1028856,7710669,3857,"Stistrup","hamlet",-1
1042562,7551196,3857,"Grættrup","hamlet",-1
1037949,7338013,3857,"Vejbæk","hamlet",-1
1298800,7302616,3857,"Herritslev","hamlet",-1
1050180,7549165,3857,"Lerret","hamlet",-1
1051361,7547958,3857,"Krondal","hamlet",-1
1040088,7367003,3857,"Årslev","hamlet",-1
1033668,7451722,3857,"Nagbøl","hamlet",-1
1041394,7787868,3857,"Hjortdal","hamlet",-1
1170434,7382788,3857,"Egebjerg","hamlet",-1
1073439,7546880,3857,"Åstruplund","hamlet",-1
1076273,7552593,3857,"Træden","hamlet",-1
950115,7562541,3857,"Rk Mølle","hamlet",-1
1059631,7399135,3857,"Vilstrup","hamlet",-1
1059267,7401934,3857,"Nørre Vilstrup","hamlet",-1
1044182,7466246,3857,"Ferup","hamlet",-1
1051054,7418299,3857,"Bramdrup","hamlet",-1
1052428,7417202,3857,"Moltrup","hamlet",-1
1088217,7543869,3857,"Lundum","hamlet",-1
1637803,7405256,3857,"Teglkas","hamlet",-1
1637203,7403062,3857,"Helligpeder","hamlet",-1
1031412,7534201,3857,"Dørken","hamlet",-1
1036268,7535099,3857,"Sejrup","hamlet",-1
1026048,7392852,3857,"Galsted","hamlet",-1
1047187,7535643,3857,"Tinnet","hamlet",-1
1025406,7631773,3857,"Grønhøj","hamlet",-1
1057568,7536407,3857,"Hjortsvang","hamlet",-1
1247983,7490244,3857,"Værslev","hamlet",-1
1071299,7529137,3857,"Kalhave","hamlet",-1
1161457,7633311,3857,"Hedeskov","hamlet",-1
937058,7477142,3857,"Alslev","hamlet",-1
1039090,7490666,3857,"Vork","hamlet",-1
1068747,7535894,3857,"Skovby","hamlet",-1
1043645,7425637,3857,"Bjerndrup","hamlet",-1
1042051,7426734,3857,"Kolstrup","hamlet",-1
1123677,7599872,3857,"Geding","hamlet",-1
979376,7715991,3857,"Lødderup","hamlet",-1
978372,7712645,3857,"Fredsø","hamlet",-1
971443,7711857,3857,"Vils","hamlet",-1
972640,7476549,3857,"","hamlet",-1
972642,7476525,3857,"fåborg","hamlet",-1
1072325,7535130,3857,"Honum","hamlet",-1
1142842,7611277,3857,"Hesselballe","hamlet",-1
915552,7670267,3857,"Houe","hamlet",-1
918520,7665417,3857,"","hamlet",-1
1035751,7549186,3857,"Hedegård","hamlet",-1
1151398,7646111,3857,"Gammel Estrup","hamlet",-1
1050579,7540405,3857,"Sandvad","hamlet",-1
1334397,7451523,3857,"Kulerupvej","hamlet",-1
1335659,7458183,3857,"Kløvested","hamlet",-1
1334678,7461290,3857,"Ørninge","hamlet",-1
1334838,7452576,3857,"Regnemark","hamlet",-1
1050566,7537442,3857,"Hammer","hamlet",-1
1334178,7477948,3857,"Højby","hamlet",-1
1060390,7542506,3857,"Nørskov","hamlet",-1
1069733,7539082,3857,"Åstedbro","hamlet",-1
1335354,7472398,3857,"Assendløse","hamlet",-1
1070528,7538271,3857,"Rask Mark","hamlet",-1
1061684,7543977,3857,"Mattrup","hamlet",-1
1326719,7474838,3857,"Særløse","hamlet",-1
1039681,7544921,3857,"Rørbæk","hamlet",-1
1060621,7730994,3857,"Blære","hamlet",-1
925964,7525588,3857,"Nørre Bork","hamlet",-1
975351,7529081,3857,"Hoven","hamlet",-1
1104388,7452506,3857,"Indslev","hamlet",-1
985107,7536402,3857,"Stakroge","hamlet",-1
984761,7541231,3857,"Sandet","hamlet",-1
1108612,7458632,3857,"Skovs Højrup","hamlet",-1
1042342,7529962,3857,"Sønder Kollemorten","hamlet",-1
1015395,7521946,3857,"Grønbjerg","hamlet",-1
1390360,7360424,3857,"Sømarke","hamlet",-1
1050135,7527629,3857,"Alsted Mark","hamlet",-1
914225,7656511,3857,"Ramme","hamlet",-1
1104119,7756685,3857,"Poulstrup","hamlet",-1
1051644,7530874,3857,"Haugstrup","hamlet",-1
1056360,7538205,3857,"Linnerup","hamlet",-1
1047961,7543056,3857,"Hundshoved","hamlet",-1
1049398,7545533,3857,"Nortvig","hamlet",-1
1085285,7500938,3857,"Belle","hamlet",-1
919583,7658781,3857,"Lomborg","hamlet",-1
925057,7662615,3857,"Rom","hamlet",-1
919775,7649282,3857,"Bøvlingbjerg","hamlet",-1
950234,7593852,3857,"Spjald","hamlet",-1
950892,7681143,3857,"Uglev","hamlet",-1
949418,7680357,3857,"Odby","hamlet",-1
1088399,7495477,3857,"Fakkegrav","hamlet",-1
1145244,7881309,3857,"Tuen","hamlet",-1
1072812,7739411,3857,"Veggerby","hamlet",-1
1077903,7741941,3857,"Byrsted","hamlet",-1
1049842,7609527,3857,"Vinderslev","hamlet",-1
1051064,7605189,3857,"Mausing","hamlet",-1
1037473,7605343,3857,"Gråmose","hamlet",-1
1045807,7633463,3857,"Almin","hamlet",-1
1035300,7630527,3857,"Skelhøje","hamlet",-1
1153239,7833870,3857,"Hørby","hamlet",-1
1143097,7835060,3857,"Søholt","hamlet",-1
1107227,7452625,3857,"Indslev Tårup","hamlet",-1
1034353,7726378,3857,"Hyllebjerg","hamlet",-1
1086846,7499095,3857,"Grund","hamlet",-1
1391057,7569294,3857,"Horserød","hamlet",-1
1091392,7506200,3857,"Hornumkær","hamlet",-1
1093244,7512460,3857,"Brå","hamlet",-1
1098302,7509676,3857,"Nebsager","hamlet",-1
1100252,7511923,3857,"Lindved","hamlet",-1
1100572,7514172,3857,"Gram","hamlet",-1
1104073,7515319,3857,"Nebel","hamlet",-1
1103642,7518160,3857,"Møgelkær","hamlet",-1
1106460,7516300,3857,"Glattrup","hamlet",-1
996111,7417225,3857,"Enderupskov","hamlet",-1
1120009,7678905,3857,"Kærby","hamlet",-1
1116959,7681311,3857,"Hem","hamlet",-1
1125834,7694042,3857,"Norup","hamlet",-1
1123728,7693951,3857,"Falslev","hamlet",-1
1116201,7676041,3857,"Durby","hamlet",-1
1099074,7522686,3857,"Uth","hamlet",-1
1106208,7671561,3857,"Kåtrup","hamlet",-1
1106657,7679209,3857,"Svenstrup","hamlet",-1
1331474,7525635,3857,"Over Dråby Strand","hamlet",-1
1329286,7521460,3857,"Dalby Huse","hamlet",-1
1113102,7541750,3857,"Aggestrup","hamlet",-1
1372112,7569606,3857,"Saltrup","hamlet",-1
1381902,7566936,3857,"Plejelt","hamlet",-1
1034389,7518234,3857,"Skolding","hamlet",-1
1032523,7525052,3857,"Skærhoved","hamlet",-1
1043897,7510684,3857,"Mølvang","hamlet",-1
1040635,7684673,3857,"Ulbjerg","hamlet",-1
1035663,7680125,3857,"Sundstrup","hamlet",-1
1039742,7675113,3857,"Nr. Rind","hamlet",-1
1044649,7674664,3857,"Låstrup","hamlet",-1
1004276,7702917,3857,"Kirkeby","hamlet",-1
1394543,7565023,3857,"Øerne","hamlet",-1
1005690,7533311,3857,"Blåhøj","hamlet",-1
1178332,7631901,3857,"Kolindbro","hamlet",-1
1225616,7318778,3857,"Vesternæs","hamlet",-1
1241108,7318119,3857,"Spidsby","hamlet",-1
1039344,7514823,3857,"Tofthøj","hamlet",-1
1124598,7388958,3857,"Horsehoved","hamlet",-1
1126339,7390222,3857,"Vigø","hamlet",-1
1041832,7514498,3857,"Kuldbjerg","hamlet",-1
1043313,7518476,3857,"Harresø","hamlet",-1
1220279,7329965,3857,"Lodshuse","hamlet",-1
1220644,7328615,3857,"Nakkehuse","hamlet",-1
1043775,7623978,3857,"Vium","hamlet",-1
1039394,7623533,3857,"Hvam","hamlet",-1
1049003,7625700,3857,"Demstrup","hamlet",-1
1051250,7623857,3857,"Sjørslev","hamlet",-1
1053868,7510959,3857,"Hørup","hamlet",-1
1069173,7697989,3857,"Thorup","hamlet",-1
1066408,7702285,3857,"Guldager","hamlet",-1
1050257,7514012,3857,"Hygum","hamlet",-1
1249523,7306002,3857,"Hummingen","hamlet",-1
1056041,7389083,3857,"Sønderballe","hamlet",-1
1045256,7556571,3857,"Nørhoved","hamlet",-1
1044359,7560064,3857,"Gl Hampen","hamlet",-1
1050420,7554794,3857,"Boest","hamlet",-1
1013654,7374205,3857,"Bedsted","hamlet",-1
1085199,7522721,3857,"Bottrup","hamlet",-1
1049782,7520919,3857,"Hvejsel","hamlet",-1
1054265,7515160,3857,"Kollerup","hamlet",-1
1147248,7409910,3857,"Ølsted","hamlet",-1
1063023,7477629,3857,"Håstrup","hamlet",-1
1037577,7524435,3857,"Riis","hamlet",-1
1144543,7612848,3857,"Brandstrup","hamlet",-1
1050179,7522729,3857,"Bjerlev","hamlet",-1
1053080,7521816,3857,"Ådal","hamlet",-1
1103800,7582159,3857,"Søballe","hamlet",-1
1057820,7512418,3857,"Fløjstrup","hamlet",-1
1197391,7635677,3857,"Allelev","hamlet",-1
1059994,7515879,3857,"Holtum","hamlet",-1
1151027,7413514,3857,"Ny Allested","hamlet",-1
1056626,7517714,3857,"Vindelev","hamlet",-1
1160376,7417216,3857,"Freltofte","hamlet",-1
1061064,7521021,3857,"Nyborg","hamlet",-1
1062514,7522655,3857,"Langskov","hamlet",-1
1106494,7573091,3857,"Mesing","hamlet",-1
1177000,7417313,3857,"Hellerup","hamlet",-1
1109958,7576330,3857,"Neder Jeksen","hamlet",-1
1181231,7410220,3857,"Ellested","hamlet",-1
1090005,7514159,3857,"Sønder Aldum","hamlet",-1
1167402,7400343,3857,"Rudme","hamlet",-1
1175783,7403730,3857,"Sandager","hamlet",-1
1088846,7516834,3857,"Nørre Aldum","hamlet",-1
1168952,7389495,3857,"Hundtofte","hamlet",-1
1171709,7388135,3857,"Lunde","hamlet",-1
1172543,7389034,3857,"Høje","hamlet",-1
1086825,7515356,3857,"Spettrup","hamlet",-1
1325155,7400342,3857,"Bøgesø","hamlet",-1
1167138,7456992,3857,"Gersø Huse","hamlet",-1
1145904,7613972,3857,"Vorre","hamlet",-1
1176246,7419077,3857,"Havndrup","hamlet",-1
1186931,7394793,3857,"Ellerup","hamlet",-1
1101074,7586278,3857,"Høver","hamlet",-1
1166219,7460560,3857,"Ølund","hamlet",-1
1127269,7853783,3857,"Sønderskov","hamlet",-1
1146575,7401978,3857,"Lyndelse","hamlet",-1
1161284,7408537,3857,"Gestelev","hamlet",-1
1151008,7405652,3857,"Sallinge","hamlet",-1
1142457,7397105,3857,"Gammel Stenderup","hamlet",-1
1160415,7403922,3857,"Findinge","hamlet",-1
1151691,7402248,3857,"Hillerslev","hamlet",-1
1151959,7399475,3857,"Højrup","hamlet",-1
1141903,7395514,3857,"Ny Stenderup","hamlet",-1
1155193,7402785,3857,"Nybølle","hamlet",-1
1165140,7411256,3857,"Rynkeby","hamlet",-1
1165063,7416750,3857,"Sønder Højrup","hamlet",-1
1144291,7617425,3857,"Krajbjerg","hamlet",-1
1161287,7467176,3857,"Egense","hamlet",-1
1173834,7399073,3857,"Trunderup","hamlet",-1
1169406,7411184,3857,"Sødinge","hamlet",-1
1153130,7395185,3857,"Hågerup","hamlet",-1
1089683,7555899,3857,"Såby","hamlet",-1
1153416,7428006,3857,"Stenløse","hamlet",-1
1067276,7550217,3857,"Ring","hamlet",-1
1397995,7560813,3857,"Rørtang","hamlet",-1
1082082,7547111,3857,"Torp","hamlet",-1
1082312,7549628,3857,"Sudkær","hamlet",-1
1069009,7543329,3857,"Hårup","hamlet",-1
1070627,7545755,3857,"Føvling","hamlet",-1
939996,7539269,3857,"Lønborg","hamlet",-1
